,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
4684,-118.36,34.08,52,1902,488,848,478,2.9621,<1H OCEAN
11227,-117.94,33.8,28,2914,489,1500,499,4.9429,<1H OCEAN
7288,-118.22,33.98,42,626,143,625,156,3.125,<1H OCEAN
19664,-120.82,37.49,25,1611,285,882,261,3.5547,INLAND
20030,-119.03,36.08,19,2471,431,1040,426,3.25,INLAND
14708,-117.06,32.8,17,2247,340,973,318,5.5,<1H OCEAN
19751,-122.25,40.17,47,1554,308,846,301,1.8077,INLAND
8338,-118.31,33.93,42,1173,201,602,186,5.5787,<1H OCEAN
12061,-117.57,33.87,27,1786,287,939,278,5.1929,INLAND
17943,-121.95,37.34,25,5236,1320,2529,1213,3.1702,<1H OCEAN
3904,-118.51,34.19,38,2182,409,1141,379,4.2865,<1H OCEAN
4551,-118.24,34.05,13,1703,697,1823,669,0.8288,<1H OCEAN
9877,-121.85,36.61,38,238,,191,67,1.3897,<1H OCEAN
13630,-117.33,34.08,37,2267,405,1175,403,3.75,INLAND
16825,-122.49,37.63,34,696,145,398,162,3.525,NEAR OCEAN
1179,-121.54,39.48,29,2896,596,1809,617,1.8047,INLAND
267,-122.19,37.77,52,2329,445,1144,417,3.5114,NEAR BAY
14492,-117.19,32.86,18,4231,728,2030,720,6.1805,NEAR OCEAN
5748,-118.27,34.16,15,5036,1299,3164,1175,2.9148,<1H OCEAN
15960,-122.43,37.71,52,1508,278,1138,304,4.0234,NEAR BAY
20241,-119.24,34.27,32,4071,888,1900,874,3.2792,NEAR OCEAN
7720,-118.11,33.94,37,1434,262,786,256,4.4375,<1H OCEAN
1927,-121.09,38.68,15,5218,711,1949,659,4.7083,INLAND
9141,-118.13,34.44,10,2726,465,1773,459,4.8295,INLAND
16342,-121.32,38.03,16,4045,623,1862,625,4.875,INLAND
7448,-118.18,33.95,39,2121,579,1991,528,2.9094,<1H OCEAN
8528,-118.34,33.89,36,2274,411,1232,423,5.373,<1H OCEAN
11341,-117.93,33.75,15,2448,602,1666,575,3.5967,<1H OCEAN
10200,-117.94,33.87,46,2066,450,1275,448,3.9375,<1H OCEAN
11170,-117.98,33.82,34,1038,175,578,174,4.9219,<1H OCEAN
6618,-118.12,34.18,47,2344,513,1537,481,3.4777,INLAND
9950,-122.33,38.38,28,1020,169,504,164,4.5694,INLAND
4444,-118.22,34.07,35,1504,477,2059,498,2.0133,<1H OCEAN
2475,-119.97,36.44,18,1128,237,772,220,2.1771,INLAND
1753,-122.34,37.96,33,1817,441,1220,389,2.5382,NEAR BAY
13,-122.26,37.84,52,696,191,345,174,2.6736,NEAR BAY
20271,-119.27,34.17,15,11403,2131,3327,1585,4.3693,NEAR OCEAN
1136,-121.71,39.71,17,2748,556,1174,514,3.066,INLAND
4998,-118.29,33.99,46,2198,530,2067,497,2.0542,<1H OCEAN
14094,-117.1,32.75,17,871,379,955,351,1.4375,NEAR OCEAN
10101,-117.97,33.92,32,2620,398,1296,429,5.7796,<1H OCEAN
3468,-118.48,34.31,31,1091,256,892,238,3,<1H OCEAN
19508,-121.05,37.62,37,1043,196,555,197,3.4125,INLAND
11427,-117.99,33.69,17,3386,729,1715,666,3.7479,<1H OCEAN
20507,-121.52,38.59,35,6418,1545,3814,1496,1.6647,INLAND
10442,-117.59,33.41,17,2248,448,878,423,5.1298,NEAR OCEAN
11151,-117.97,33.84,35,793,128,589,137,5.25,<1H OCEAN
7191,-118.18,34.04,42,1670,,1997,452,2.788,<1H OCEAN
17779,-121.83,37.38,15,4430,992,3278,1018,4.5533,<1H OCEAN
17867,-121.91,37.44,26,1669,276,951,278,4.7794,<1H OCEAN
12103,-117.33,33.98,52,1417,353,881,300,1.9531,INLAND
14006,-117.18,32.75,52,1539,212,535,224,5.392,NEAR OCEAN
17784,-121.84,37.37,42,1237,232,900,241,3.8571,<1H OCEAN
17069,-122.25,37.53,16,4428,664,1677,623,7.6864,NEAR BAY
827,-122.09,37.63,35,1213,221,790,243,4.7019,NEAR BAY
6753,-118.09,34.11,45,1883,275,764,289,6.5078,<1H OCEAN
2637,-124.14,40.6,27,1148,206,521,219,4.025,NEAR OCEAN
10078,-120.27,39.35,11,2520,401,397,165,4.665,INLAND
7171,-118.18,34.06,45,934,228,893,192,2.53,<1H OCEAN
20575,-121.9,38.72,38,575,107,259,109,3.75,INLAND
18864,-122.21,38.1,36,3018,557,1445,556,3.8029,NEAR BAY
17332,-120.01,34.54,30,2992,609,1288,465,3.9375,NEAR OCEAN
9627,-120.24,37.21,31,2447,465,1313,352,3.3929,INLAND
1361,-122.02,38.02,44,1465,247,817,237,4.8693,NEAR BAY
16091,-122.48,37.72,46,2403,638,1281,603,3.2321,NEAR OCEAN
12596,-121.48,38.53,43,1378,280,708,280,2.3542,INLAND
9699,-121.62,36.67,45,1827,408,1507,410,2.8942,<1H OCEAN
155,-122.23,37.81,52,2315,292,861,258,8.8793,NEAR BAY
3538,-118.51,34.26,29,2472,354,1109,397,5.5433,<1H OCEAN
17538,-121.89,37.35,43,1185,296,933,244,2.925,<1H OCEAN
10266,-117.84,33.89,24,3935,625,1912,593,5.7951,<1H OCEAN
393,-122.3,37.89,52,1248,283,620,275,4.0875,NEAR BAY
7098,-117.99,33.92,27,5805,1152,3106,1144,4.061,<1H OCEAN
17447,-120.45,34.63,25,2445,368,983,363,4.9286,NEAR OCEAN
4873,-118.28,34.02,52,281,103,470,96,1.9375,<1H OCEAN
12193,-117.35,33.64,23,6859,1535,3405,1351,2.5395,<1H OCEAN
11899,-117.35,33.95,28,1650,210,557,211,7.6632,INLAND
15699,-122.46,37.79,52,2106,373,743,348,5.2909,NEAR BAY
13222,-117.71,34.03,11,3467,749,2163,676,3.4267,INLAND
11132,-117.93,33.85,25,1026,288,1646,283,4.2019,<1H OCEAN
9820,-121.91,36.62,52,1431,300,657,293,3.2865,<1H OCEAN
8519,-118.32,33.89,34,2675,560,1270,492,4.5053,<1H OCEAN
6608,-118.14,34.19,49,1678,277,737,287,3.7222,INLAND
17229,-119.69,34.44,41,1989,271,666,269,6.8406,<1H OCEAN
13125,-121.35,38.28,17,2756,557,1986,530,3.2234,INLAND
3430,-118.43,34.26,37,1269,348,1835,335,3.2583,<1H OCEAN
16425,-121.47,38.13,13,3192,715,1768,626,2.2619,INLAND
12733,-121.35,38.58,20,2992,378,1105,368,8.6572,INLAND
5428,-118.41,34.02,34,1430,357,805,362,3.3462,<1H OCEAN
18351,-122.18,37.41,21,1034,117,323,117,10.7237,NEAR OCEAN
11739,-121.15,38.89,20,2024,313,879,309,5.2903,INLAND
15803,-122.44,37.76,35,1581,422,580,388,4.05,NEAR BAY
6245,-117.97,34.05,33,2028,422,1727,371,2.8438,<1H OCEAN
14832,-117.09,32.67,31,2051,549,1581,538,2.052,NEAR OCEAN
15267,-117.29,33.04,30,2750,555,1281,520,4.7333,NEAR OCEAN
1931,-121,38.58,12,3425,549,1357,451,5.3344,INLAND
1893,-120.01,38.92,23,964,246,485,198,1.7188,INLAND
18458,-121.8,37.23,18,2581,358,1284,377,6.7385,<1H OCEAN
20455,-118.77,34.27,7,3074,794,1816,654,2.7137,<1H OCEAN
13959,-116.91,34.24,23,6379,1636,1350,568,1.6336,INLAND
16809,-122.41,37.66,44,431,195,682,212,3.2833,NEAR OCEAN
14423,-117.23,32.81,28,1508,263,996,267,3.8026,NEAR OCEAN
5391,-118.39,34.03,39,1366,375,1237,370,3.7206,<1H OCEAN
18286,-122.1,37.37,40,2224,354,929,345,8.1064,NEAR BAY
2281,-119.79,36.79,19,1524,448,960,386,1.5122,INLAND
841,-122.08,37.59,16,1816,365,1367,355,4.235,NEAR BAY
13095,-121.37,38.56,27,1827,509,852,450,2.0901,INLAND
17768,-121.85,37.35,29,3515,807,3572,776,2.7562,<1H OCEAN
7541,-118.2,33.9,26,1000,275,1178,263,2.12,<1H OCEAN
1375,-122.12,38.01,50,1738,355,837,363,3.609,NEAR BAY
9282,-122.58,38.1,22,11872,2300,5600,2200,4.6463,NEAR BAY
17565,-121.9,37.32,48,1274,313,971,291,3.7738,<1H OCEAN
6538,-118.04,34.05,34,1058,230,1043,229,3.0536,<1H OCEAN
3178,-119.79,36.32,19,3252,614,1971,607,3.0667,INLAND
1889,-120,38.93,17,8005,1382,999,383,3.9722,INLAND
20131,-118.92,34.41,22,2702,655,2664,571,3.0893,<1H OCEAN
413,-122.28,37.89,52,2070,329,722,306,5.4171,NEAR BAY
12585,-121.5,38.53,39,3184,593,1188,572,4.6923,INLAND
12819,-121.48,38.62,23,7709,1279,4147,1262,3.8272,INLAND
8007,-118.11,33.85,36,887,163,482,157,4.125,<1H OCEAN
14408,-117.25,32.76,38,2331,493,836,433,4.9125,NEAR OCEAN
6560,-118.13,34.19,48,2539,425,930,364,4.7269,INLAND
8183,-118.09,33.79,36,4210,657,1911,631,5.8491,<1H OCEAN
17802,-121.81,37.36,20,3189,420,1234,389,7.5813,<1H OCEAN
1414,-122.09,37.95,32,1339,209,601,209,6.0265,NEAR BAY
13656,-117.3,34.05,6,2155,,1039,391,1.6675,INLAND
11087,-117.9,33.83,33,3065,611,2204,606,3.8456,<1H OCEAN
10735,-117.89,33.6,36,1496,247,441,203,7.8164,<1H OCEAN
5687,-118.24,34.24,31,3019,469,1349,462,7.1463,<1H OCEAN
13277,-117.64,34.09,34,2839,659,1822,631,3.05,INLAND
235,-122.2,37.79,35,1802,459,1009,390,2.3036,NEAR BAY
2975,-119.08,35.32,8,11609,2141,5696,2100,5.0012,INLAND
19602,-121.02,37.58,36,1285,270,706,273,1.7169,INLAND
11572,-118.01,33.76,26,2141,597,2038,585,2.2981,<1H OCEAN
1364,-122.14,38.03,42,118,34,54,30,2.5795,NEAR BAY
4040,-118.49,34.16,37,3333,488,1171,485,6.4958,<1H OCEAN
3029,-119.47,35.13,44,4599,877,2140,831,2.9952,INLAND
19320,-123.01,38.48,37,1179,282,354,176,1.3712,NEAR OCEAN
7733,-118.14,33.93,32,2065,438,1075,442,4.4279,<1H OCEAN
11648,-118.03,33.86,19,1795,328,1014,322,4.535,<1H OCEAN
4926,-118.25,34,29,1419,363,1696,317,2.2813,<1H OCEAN
9447,-119.8,37.5,15,989,184,406,151,3.1771,INLAND
5658,-118.3,33.74,20,2625,673,1184,606,3.9167,NEAR OCEAN
11003,-117.8,33.74,33,2890,453,1300,452,6.5616,<1H OCEAN
10616,-117.81,33.69,5,1256,256,880,288,2.4233,<1H OCEAN
17101,-122.23,37.46,36,6090,1057,3081,1075,5.6629,NEAR OCEAN
14571,-117.21,32.81,33,4773,873,1954,845,4.3862,NEAR OCEAN
55,-122.28,37.82,52,945,243,576,220,1.4113,NEAR BAY
1244,-121.99,39.15,17,6440,1204,3266,1142,2.7137,INLAND
471,-122.28,37.86,52,1659,367,788,346,2.8214,NEAR BAY
991,-121.62,37.61,26,1786,306,771,279,5.7239,INLAND
19421,-121.06,37.7,7,9374,1847,4827,1722,3.462,INLAND
7427,-118.2,33.95,41,679,184,788,185,2.1406,<1H OCEAN
7558,-118.2,33.91,43,1381,278,1494,298,3.5878,<1H OCEAN
15770,-122.44,37.76,38,2202,452,833,435,6.8939,NEAR BAY
15077,-116.99,32.81,18,10968,1521,4439,1501,6.2787,<1H OCEAN
10562,-117.76,33.72,11,4508,618,1993,573,10.4498,<1H OCEAN
20209,-119.21,34.28,27,2219,312,937,315,5.7601,NEAR OCEAN
13055,-121.28,38.61,22,2938,619,1501,561,2.7356,INLAND
10168,-117.94,33.88,35,2159,343,833,335,5.3738,<1H OCEAN
18200,-122.01,37.39,16,3015,829,1769,807,4.0068,<1H OCEAN
17030,-122.25,37.51,45,989,174,504,180,4.8382,NEAR OCEAN
15336,-117.3,33.22,4,14960,2988,6666,2612,3.7568,NEAR OCEAN
1552,-121.97,37.79,17,5688,824,2111,773,6.6131,<1H OCEAN
7405,-118.21,33.96,39,2265,628,2323,599,2.1522,<1H OCEAN
5172,-118.28,33.95,41,835,208,707,192,1.4103,<1H OCEAN
15283,-117.33,33.17,11,10923,2041,4773,1858,4.0791,NEAR OCEAN
3273,-122.92,39.05,16,1548,295,605,250,3.5652,INLAND
5574,-118.29,33.85,10,1391,420,1378,377,1.9049,<1H OCEAN
465,-122.28,37.86,52,938,195,393,189,3.8594,NEAR BAY
15998,-122.47,37.75,46,3238,544,1293,470,6.1592,NEAR BAY
5960,-117.83,34.11,29,2671,437,1484,445,4.9844,INLAND
16640,-120.66,35.29,23,1932,487,1380,472,1.9647,NEAR OCEAN
20463,-118.75,34.27,20,3495,449,1629,428,5.8096,<1H OCEAN
14686,-117.07,32.91,5,2234,256,894,253,10.3354,<1H OCEAN
12096,-117.32,33.87,15,826,138,440,134,4.8125,INLAND
15893,-122.39,37.73,52,1931,329,1025,293,2.9063,NEAR BAY
10967,-117.89,33.76,34,1050,210,723,201,4.8,<1H OCEAN
7549,-118.21,33.91,37,1073,265,1197,250,2.7109,<1H OCEAN
1451,-121.97,37.97,27,1691,289,807,296,6.1168,INLAND
7067,-118.01,33.95,36,1579,290,816,276,4.4318,<1H OCEAN
11592,-118.04,33.78,26,3642,557,1623,569,5.8426,<1H OCEAN
4291,-118.3,34.1,36,2284,899,1964,839,1.9297,<1H OCEAN
3558,-118.57,34.25,34,5098,778,2239,778,5.6149,<1H OCEAN
16878,-122.39,37.6,44,2304,384,986,379,4.652,NEAR OCEAN
8343,-118.33,33.93,38,694,112,412,119,6.0718,<1H OCEAN
10693,-117.73,33.61,16,590,130,178,121,4.8611,<1H OCEAN
11920,-117.42,33.96,33,2275,469,1691,459,2.7452,INLAND
2502,-120.38,36.76,12,932,244,1043,243,1.4038,INLAND
3490,-118.46,34.28,23,1663,302,1242,283,5.5931,<1H OCEAN
1450,-121.95,37.96,18,2739,393,1072,374,6.1436,INLAND
3334,-122.65,38.92,30,70,38,20,13,4.125,INLAND
13326,-117.66,34.05,36,2341,520,2138,523,2.3347,INLAND
20073,-120.38,37.97,47,1060,219,496,205,2.5781,INLAND
7789,-118.07,33.89,29,1138,217,964,222,4.537,<1H OCEAN
8180,-118.11,33.81,37,1694,280,776,271,6.2187,<1H OCEAN
14908,-117.05,32.62,34,3928,686,2315,681,4.2851,NEAR OCEAN
13218,-117.68,34,5,3761,580,2335,648,5.7338,INLAND
18264,-122.08,37.38,25,830,228,368,174,3.3917,NEAR BAY
2219,-119.84,36.83,17,3012,408,987,362,7.4201,INLAND
6752,-118.09,34.11,36,2966,527,1231,482,4.6442,<1H OCEAN
7980,-118.17,33.87,48,2258,509,1395,492,3.765,<1H OCEAN
428,-122.28,37.88,52,2495,491,1058,464,4.1429,NEAR BAY
10287,-117.83,33.88,23,2365,355,1209,347,6.0132,<1H OCEAN
14320,-117.15,32.7,50,475,172,483,120,1.3657,NEAR OCEAN
11961,-117.42,33.89,4,80,10,55,13,7.7197,INLAND
13706,-117.22,34.11,26,2972,,1972,532,2.0388,INLAND
13382,-117.59,34.13,10,20263,3915,9716,3744,3.8505,INLAND
2926,-119.01,35.36,36,2658,626,1490,529,1.2157,INLAND
532,-122.27,37.78,52,1408,280,718,265,2.6806,NEAR BAY
6527,-118.05,34.06,45,531,164,722,166,2.1406,<1H OCEAN
3563,-118.56,34.23,36,3215,529,1710,539,5.5126,<1H OCEAN
14287,-117.12,32.73,50,2307,424,887,356,3.5156,NEAR OCEAN
4826,-118.31,34.03,29,2438,867,2114,753,0.8351,<1H OCEAN
5009,-118.33,34.02,42,2043,378,869,416,3.5,<1H OCEAN
15263,-117.27,33.02,21,2144,340,928,344,5.798,NEAR OCEAN
14100,-117.09,32.76,31,1235,387,816,397,1.5517,NEAR OCEAN
4182,-118.23,34.13,47,1162,235,781,268,4.6528,<1H OCEAN
5055,-118.35,34.02,34,3978,1073,2725,1035,1.7622,<1H OCEAN
8795,-118.44,33.79,27,2141,260,635,240,11.6648,NEAR OCEAN
1240,-120.19,38.42,11,1568,369,82,33,3.125,INLAND
3712,-118.4,34.19,37,934,231,587,230,3.625,<1H OCEAN
19231,-122.65,38.46,14,2096,420,926,397,4.0647,<1H OCEAN
15772,-122.44,37.77,52,3505,745,1374,714,4.3667,NEAR BAY
5563,-118.29,33.9,42,1273,309,1203,348,4.4636,<1H OCEAN
17985,-121.95,37.3,25,5641,1517,3786,1410,3.3958,<1H OCEAN
7065,-118.04,33.94,37,1328,273,1115,275,4.2051,<1H OCEAN
13496,-117.34,34.16,31,1606,354,1049,335,2.1935,INLAND
5193,-118.25,33.93,42,657,147,526,132,2.5,<1H OCEAN
1757,-122.33,37.95,42,1627,336,848,316,3.7708,NEAR BAY
19550,-121.01,37.62,35,2074,477,1687,431,2.0885,INLAND
2321,-119.71,36.83,5,1087,338,623,362,1.8061,INLAND
5416,-118.44,34.02,32,2242,490,921,461,4.0429,<1H OCEAN
16620,-120.94,35.42,18,3418,686,970,453,3.7738,NEAR OCEAN
11113,-117.88,33.85,25,1234,351,507,285,2.3173,<1H OCEAN
7335,-118.18,33.98,38,1477,374,1514,408,2.5703,<1H OCEAN
19519,-121,37.64,43,311,95,293,94,1.2902,INLAND
9633,-121.06,37.18,30,2603,507,1491,473,3.0909,INLAND
2979,-119.06,35.33,14,5264,1064,3278,1049,3.8117,INLAND
7885,-118.14,33.87,21,6618,1773,4396,1649,3.0989,<1H OCEAN
8517,-118.32,33.89,45,1928,453,1323,458,4.2813,<1H OCEAN
13854,-117.32,34.49,7,4584,1051,2049,918,1.6232,INLAND
6678,-118.1,34.15,14,1442,369,782,343,2.7431,INLAND
9987,-122.58,38.58,32,2723,637,1549,556,2.3942,INLAND
10608,-117.78,33.68,14,1750,336,852,300,4.6793,<1H OCEAN
16063,-122.48,37.75,52,2515,494,1583,477,4.3393,NEAR BAY
19424,-121.02,37.71,25,207,41,87,43,3.6023,INLAND
9764,-121.7,36.48,19,2150,479,1052,428,3.5039,<1H OCEAN
16761,-122.49,37.67,35,5275,903,2892,842,4.6771,NEAR OCEAN
5814,-118.25,34.14,13,3487,1131,3749,1072,2.1602,<1H OCEAN
10758,-117.86,33.65,4,3618,767,1326,714,5.4284,<1H OCEAN
18929,-122.14,38.05,27,3794,772,1756,724,3.2891,NEAR BAY
11986,-117.51,34.02,24,7779,1835,3996,1765,2.1764,INLAND
25,-122.28,37.85,41,535,123,317,119,2.4038,NEAR BAY
15064,-116.96,32.79,35,1081,266,691,259,2.6324,<1H OCEAN
1691,-122.24,38.01,16,2084,315,1154,307,6.0102,NEAR BAY
13153,-121.6,36.88,21,3416,624,1862,595,4.7813,<1H OCEAN
4528,-118.22,34.04,43,798,308,1417,325,1.4189,<1H OCEAN
18237,-122.11,37.4,16,1994,489,1173,472,4.1875,NEAR BAY
4699,-118.38,34.07,16,4814,1381,1897,1209,3.3725,<1H OCEAN
3027,-119.45,35.13,34,1440,309,808,294,2.3013,INLAND
4879,-118.26,34.03,49,299,90,287,68,1.2096,<1H OCEAN
17368,-120.43,34.93,4,2866,648,1311,578,2.8649,<1H OCEAN
7230,-118.14,34.02,44,1715,460,1740,423,2.7019,<1H OCEAN
8218,-118.2,33.79,25,2851,968,3744,906,2.0675,NEAR OCEAN
8999,-118.33,34,52,1114,169,486,176,4.2917,<1H OCEAN
20379,-118.83,34.15,16,3380,731,1227,641,4.2857,NEAR OCEAN
7496,-118.25,33.93,27,581,135,647,131,3.2917,<1H OCEAN
19285,-122.75,38.43,36,1599,345,1086,314,2.6667,<1H OCEAN
19864,-119.37,36.35,20,1132,177,518,178,5.3767,INLAND
7949,-118.14,33.87,44,1607,271,799,283,5.084,<1H OCEAN
101,-122.25,37.81,28,5806,1603,2563,1497,3.2177,NEAR BAY
1913,-120.06,39.01,19,2967,528,112,48,4.0714,INLAND
17302,-119.52,34.4,20,1834,477,1305,417,3.2125,NEAR OCEAN
14376,-117.25,32.72,33,1677,228,629,239,6.597,NEAR OCEAN
8588,-118.39,33.89,30,2532,464,1056,419,6.3434,<1H OCEAN
18006,-121.97,37.3,31,3340,735,1891,686,4.8542,<1H OCEAN
1213,-120.54,38.07,37,736,148,339,140,2.2875,INLAND
14126,-117.08,32.75,15,1821,516,1385,439,2.5101,NEAR OCEAN
18144,-122.04,37.35,28,3250,485,1328,473,7.4729,<1H OCEAN
18029,-121.91,37.24,24,5046,1001,2449,968,4.7118,<1H OCEAN
15892,-122.39,37.73,46,1517,299,879,309,2.2222,NEAR BAY
19410,-120.94,37.7,25,1005,159,390,139,4.4,INLAND
3572,-118.51,34.24,31,5297,664,1986,657,8.6454,<1H OCEAN
3632,-118.43,34.24,36,1379,265,896,246,4.6827,<1H OCEAN
3060,-119.14,35.76,30,735,137,421,113,2.5625,INLAND
14906,-117.06,32.6,33,905,205,989,222,2.7014,NEAR OCEAN
2877,-118.98,35.38,39,1497,383,1182,355,1.0648,INLAND
19530,-120.98,37.64,45,1913,335,839,333,3.1397,INLAND
8527,-118.34,33.89,36,2392,444,1346,445,6.0088,<1H OCEAN
5768,-118.3,34.16,40,1875,460,869,438,3.2321,<1H OCEAN
11873,-117.37,34,36,730,155,476,142,2.4306,INLAND
18276,-122.07,37.34,35,1172,184,512,175,7.3561,<1H OCEAN
14432,-117.23,32.8,21,2429,579,1011,538,3.225,NEAR OCEAN
5276,-118.55,33.99,39,2603,456,928,410,7.9096,NEAR OCEAN
10375,-117.63,33.65,10,3580,491,1688,467,7.7814,<1H OCEAN
1114,-121.59,39.78,18,945,205,385,207,2.1838,INLAND
15717,-122.43,37.79,24,2459,1001,1362,957,2.6782,NEAR BAY
20056,-119.1,35.79,19,1809,477,2051,416,1.8144,INLAND
396,-122.29,37.89,52,3171,698,1498,696,3.1795,NEAR BAY
10038,-121.04,39.22,14,1889,471,853,399,2.25,INLAND
15262,-117.27,33.03,19,2899,499,1356,512,4.87,NEAR OCEAN
16497,-120.98,37.79,20,2458,491,1227,481,2.7857,INLAND
11927,-117.37,33.95,32,2215,351,771,311,4.3542,INLAND
16793,-122.46,37.66,36,2535,451,1390,436,5.3398,NEAR OCEAN
16645,-120.65,35.29,29,1785,481,1344,472,1.4492,NEAR OCEAN
1628,-122.18,37.86,33,4449,636,1684,617,8.9571,NEAR BAY
14798,-117.11,32.59,17,2020,534,1529,500,2.1773,NEAR OCEAN
19931,-119.33,36.31,15,1472,228,892,257,5.3909,INLAND
7778,-118.08,33.91,30,3259,942,2744,895,2.8608,<1H OCEAN
16478,-121.24,38.22,28,2593,487,1365,457,3.3929,INLAND
5364,-118.42,34.04,52,1358,272,574,267,5.6454,<1H OCEAN
1331,-121.89,38.01,30,4114,743,1994,722,4.2227,INLAND
1353,-121.95,38.02,9,3360,833,2041,810,2.1013,INLAND
14959,-116.94,32.75,4,14934,2479,6945,2418,5.1221,<1H OCEAN
18170,-122.02,37.36,25,2074,387,1273,383,4.7609,<1H OCEAN
4466,-118.19,34.07,42,1555,337,1152,348,3.375,<1H OCEAN
1345,-121.9,38,14,1930,363,990,322,4.1094,INLAND
8896,-118.49,34.02,27,4725,1185,1945,1177,4.1365,<1H OCEAN
12277,-117.02,33.95,5,1822,367,798,313,2.8783,INLAND
9667,-119.54,38.51,14,1250,272,721,234,2.35,INLAND
19683,-121.63,39.14,39,1874,411,822,377,2.5038,INLAND
15239,-117.25,33.01,16,3892,520,1454,524,7.7317,NEAR OCEAN
16271,-121.25,37.94,30,1509,308,967,278,1.7798,INLAND
241,-122.21,37.78,52,1477,300,1065,269,1.8472,NEAR BAY
13440,-117.42,34.08,28,2300,419,1312,444,3.4844,INLAND
19092,-122.62,38.24,19,1687,253,893,257,6.204,<1H OCEAN
4303,-118.3,34.09,29,3245,1190,3906,1102,2.1927,<1H OCEAN
6484,-118.02,34.09,24,2080,514,1976,478,2.6917,INLAND
14342,-117.17,32.74,39,3803,806,1567,775,3.7039,NEAR OCEAN
8996,-118.35,33.99,45,1764,401,679,334,3.2021,<1H OCEAN
1763,-122.34,37.95,45,1128,240,702,270,3.6719,NEAR BAY
11500,-118.04,33.72,15,1836,490,942,477,4.0238,<1H OCEAN
16326,-121.36,37.99,8,1801,380,684,350,4.2589,INLAND
10370,-117.66,33.65,13,8527,1364,4597,1393,6.2242,<1H OCEAN
16950,-122.35,37.53,27,2169,305,905,319,7.7743,NEAR OCEAN
14062,-117.12,32.74,52,1969,389,877,424,3.79,NEAR OCEAN
17370,-120.43,34.98,21,2725,514,1466,488,3.6639,<1H OCEAN
1963,-120.58,38.77,15,2155,394,857,356,4.03,INLAND
20573,-122.05,38.56,20,1005,168,457,157,5.679,INLAND
6677,-118.1,34.15,32,978,227,543,211,3.0096,INLAND
13550,-117.3,34.11,42,525,111,444,120,2.6771,INLAND
14485,-117.29,32.92,25,2355,381,823,358,6.8322,NEAR OCEAN
8063,-118.19,33.83,43,2641,411,1011,444,6.4468,NEAR OCEAN
1932,-121.01,38.73,7,6322,1046,2957,1024,4.7276,INLAND
82,-122.28,37.81,52,340,97,200,87,1.5208,NEAR BAY
11823,-121.04,38.95,22,1931,445,1009,407,2.75,INLAND
7665,-118.07,33.93,5,906,187,1453,158,4.125,<1H OCEAN
20350,-119.03,34.21,11,4528,729,2398,684,5.3044,<1H OCEAN
8412,-118.35,33.94,38,1794,508,2188,454,2.6654,<1H OCEAN
12639,-121.45,38.53,38,1746,388,1142,315,1.7714,INLAND
5136,-118.26,33.97,46,1086,249,880,250,1.5962,<1H OCEAN
19912,-119.31,36.32,23,2945,592,1419,532,2.5733,INLAND
8986,-118.38,33.99,21,11308,3039,5127,2839,4.6277,<1H OCEAN
585,-122.09,37.71,35,2663,387,1086,367,5.1498,NEAR BAY
15796,-122.42,37.76,52,3587,1030,2259,979,2.5403,NEAR BAY
586,-122.1,37.72,30,2599,366,922,350,5.8382,NEAR BAY
985,-121.84,37.66,13,13182,2074,4847,1950,5.6417,INLAND
6660,-118.13,34.15,28,1119,334,739,323,2.5903,<1H OCEAN
19623,-121.09,37.33,40,524,112,329,96,1.7188,INLAND
2702,-115.57,32.85,17,1039,256,728,246,1.7411,INLAND
15296,-117.34,33.15,19,5710,1423,4163,1406,3.0306,NEAR OCEAN
19920,-119.33,36.32,16,3331,839,1955,763,1.6148,INLAND
11515,-118.09,33.71,19,1397,271,491,197,8.7397,NEAR OCEAN
416,-122.27,37.89,52,1978,293,723,272,5.3989,NEAR BAY
14797,-117.1,32.57,14,5058,1299,3662,1193,2.3253,NEAR OCEAN
19372,-120.79,37.82,17,4227,729,1809,679,3.2667,INLAND
19211,-122.71,38.46,36,2175,516,1087,477,3.0444,<1H OCEAN
5752,-118.27,34.17,52,2287,295,829,296,7.8383,<1H OCEAN
16993,-122.27,37.56,5,4921,1179,1810,1073,5.6936,NEAR BAY
3913,-118.55,34.2,31,1963,420,1494,415,3.5313,<1H OCEAN
324,-122.19,37.73,44,1066,253,825,244,2.1538,NEAR BAY
17758,-121.8,37.35,17,2529,423,1756,429,5.1017,<1H OCEAN
1434,-122.03,37.98,44,1254,252,498,217,3.4531,NEAR BAY
10646,-117.77,33.6,33,247,80,167,70,3.7059,<1H OCEAN
232,-122.19,37.8,52,1813,271,637,277,4.0114,NEAR BAY
14579,-117.19,32.82,34,3850,608,1619,602,5.0465,NEAR OCEAN
1767,-122.34,37.95,44,1788,368,933,329,2.875,NEAR BAY
6173,-117.93,34.08,36,1371,246,806,241,4.5078,<1H OCEAN
6379,-118.05,34.17,45,2535,455,1036,437,5.0482,INLAND
2621,-124.05,40.94,14,1452,217,516,181,5.0329,NEAR OCEAN
19474,-120.97,37.67,16,1499,250,1292,271,4.3851,INLAND
17790,-121.82,37.37,41,1558,281,970,304,4.4167,<1H OCEAN
1969,-120.63,38.73,11,4577,836,1944,700,4.0675,INLAND
1523,-122.08,37.9,32,1075,170,486,173,5.0499,NEAR BAY
